run_date,data_date,primary_regime,primary_score,bear_flattening_score,bear_steepening_score,bull_steepening_score,bull_flattening_score,parallel_bear_shift_score,parallel_bull_shift_score,rates_shock_score,recession_pricing_score,inflation_repricing_score,term_premium_shock_score,deep_inversion_score,disinversion_score,neutral_mixed_score,2y_yield,5y_yield,10y_yield,30y_yield,2s10s,5s30s,3m10y,front_end_avg_1d,belly_avg_1d,long_end_avg_1d
2026-06-21,2026-06-19,Bear Flattening / Fed Repricing,100.0,100.0,0.0,0.0,34.7,40.0,0.0,66.7,0.0,12.0,0.0,70.0,58.9,8.0,4.58031778416143,4.321844834127162,4.483112751850092,4.601881751619448,-9.720503231133826,28.003691749228654,-82.07381713763118,8.250000000000002,5.333333333333338,1.3333333333333048
